8	4	1	3	3	2	3	0	2	3	2	1	2	4	4	4	4
8	5	0	3	2	3	3	1	2	2	2	0	3	5	5	5	4
8	6	1	3	3	2	2	1	3	3	2	0	3	5	5	4	5
9	0	5	6	6	6	5	2	4	6	5	4	5	6	6	6	4
9	1	3	4	6	5	4	2	5	4	4	5	3	4	6	5	4
9	2	3	4	6	5	5	2	4	5	4	5	3	4	6	5	5
9	3	3	5	5	5	4	2	5	5	3	2	3	4	4	4	2
9	4	4	6	6	6	4	2	5	6	4	5	5	6	6	4	5
9	5	5	6	6	6	6	4	6	6	6	5	4	6	6	6	6
10	0	3	5	4	3	2	3	5	5	4	5	4	6	6	6	6
10	1	3	4	5	4	4	5	6	6	6	5	6	6	6	6	6
10	2	3	4	4	5	5	5	6	6	6	4	6	6	6	6	6
10	3	2	3	5	3	3	3	4	5	5	4	4	6	6	6	6
10	4	2	5	5	4	5	4	6	6	4	5	4	6	6	6	6
11	0	1	3	2	2	3	0	2	3	2	0	1	2	3	2	3
11	1	0	3	3	3	2	0	3	3	3	0	0	3	2	2	3
11	2	1	2	3	2	2	0	0	2	0	1	0	3	3	3	3
11	3	2	5	5	5	2	1	3	2	2	3	2	5	5	4	2
11	4	2	2	4	2	2	0	2	3	3	3	2	2	4	3	2
11	5	3	5	4	4	2	0	3	2	2	3	3	5	4	4	3
11	6	2	5	5	4	5	0	3	3	2	3	3	4	4	5	4
12	0	3	3	4	3	2	2	5	5	5	3	5	6	6	6	4
12	1	2	5	4	5	5	2	4	4	4	4	5	6	6	6	6
12	2	3	5	4	4	2	2	4	4	5	4	5	6	6	6	6
12	3	3	4	5	5	5	2	5	4	5	5	4	6	6	6	6
12	4	2	5	5	4	3	3	5	4	4	4	5	6	6	6	6
12	5	2	4	4	5	4	3	4	5	5	5	5	6	6	6	6
13	0	3	5	5	4	5	0	3	4	2	2	2	4	4	4	5
13	1	3	5	5	4	4	0	3	5	3	2	3	5	4	5	4
13	2	2	5	5	5	4	3	4	5	2	3	2	5	4	4	4
13	3	2	4	4	5	5	3	2	5	2	2	3	5	4	4	4
13	4	3	4	5	5	3	1	3	5	2	3	3	4	4	4	5
13	5	3	5	6	4	4	2	5	5	4	4	5	6	6	4	4
14	0	1	3	2	2	3	0	2	3	2	2	3	5	6	4	5
14	1	0	3	2	3	2	0	3	4	3	2	4	4	6	4	5
14	2	1	2	4	2	3	3	5	4	5	4	4	6	6	6	6
14	3	2	5	4	5	3	2	5	5	4	4	5	6	6	6	6
14	4	2	4	5	5	2	3	4	5	5	4	4	6	6	6	6
14	5	1	2	4	3	3	2	4	4	5	4	5	6	6	6	6
15	0	0	3	3	2	3	1	3	4	3	3	5	4	6	5	4
15	1	0	1	1	1	0	0	3	2	2	1	2	4	4	5	5
15	2	0	2	3	3	1	1	3	3	2	2	3	5	4	4	5
15	3	0	3	2	2	2	3	5	5	5	3	4	6	6	6	4
15	4	1	3	2	2	2	1	3	5	2	2	5	5	6	5	4
15	5	1	2	3	3	2	3	4	4	4	3	5	6	6	6	6
16	0	2	4	4	4	5	2	5	6	5	4	2	4	5	4	5
16	1	2	4	5	4	5	3	5	6	4	4	3	4	6	5	5
16	2	0	3	5	2	3	3	5	5	5	5	3	5	5	4	4
16	3	1	3	3	2	2	3	4	4	5	5	3	4	4	4	5
16	4	3	5	4	5	2	3	4	5	5	4	3	4	4	4	4
16	5	3	5	4	4	5	2	5	6	5	4	3	5	4	4	4
17	0	2	5	4	4	5	3	4	4	4	4	4	5	6	5	4
17	1	3	5	6	5	4	5	6	6	6	6	4	6	6	6	6
17	2	4	6	6	6	4	5	6	6	6	6	5	6	6	6	6
17	3	2	5	5	4	5	5	5	6	5	4	4	6	6	6	4
17	4	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
17	5	4	6	6	6	4	4	6	6	6	6	4	6	6	6	6
18	0	0	2	3	3	3	3	4	5	5	5	2	2	5	3	2
18	1	0	2	2	2	3	0	3	5	2	3	1	2	2	2	3
18	2	0	2	2	3	2	3	5	4	5	4	2	2	5	2	2
18	3	2	4	5	4	3	2	4	4	5	4	2	4	4	4	4
18	4	1	3	2	2	3	2	4	4	5	3	1	3	4	2	3
18	5	1	3	3	2	2	3	5	4	4	2	0	2	4	3	2
18	6	2	5	5	5	3	2	4	4	4	5	2	5	4	5	4
19	0	1	2	3	3	0	0	3	3	3	1	1	2	2	2	3
19	1	1	2	2	3	2	1	3	2	2	2	2	4	4	4	3
19	2	0	2	2	3	2	1	3	2	3	3	2	2	4	3	2
19	3	0	2	5	3	3	3	3	5	3	2	2	4	4	5	5
19	4	0	3	3	3	3	0	2	2	3	3	0	2	4	3	3
20	0	0	2	5	2	3	2	4	5	4	3	2	4	5	4	5
20	1	1	3	3	3	3	1	2	2	3	2	3	4	5	5	5
20	2	0	3	2	3	3	1	2	3	2	2	2	4	4	5	3
20	3	1	2	2	2	2	3	4	4	3	3	2	4	4	4	4
20	4	0	2	2	2	0	0	3	3	3	2	0	3	4	2	3
20	5	2	2	4	3	3	3	5	4	4	3	2	4	4	5	5
21	0	2	2	5	3	2	1	2	5	2	3	4	6	6	6	5
21	1	0	3	2	3	3	0	2	3	2	3	3	4	4	5	4
21	2	0	2	2	2	2	0	2	3	2	2	2	4	4	4	5
21	3	1	3	3	3	3	0	3	3	3	3	3	5	5	5	5
21	4	0	3	2	2	3	0	3	3	2	2	3	5	5	5	4
21	5	2	3	5	2	3	3	2	5	3	3	5	6	6	6	4
21	6	1	3	3	2	2	1	2	3	3	3	3	4	4	5	5
21	7	3	5	5	2	3	2	3	5	3	2	4	6	6	6	4
22	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1
22	1	0	1	0	0	1	0	1	0	1	1	1	1	2	0	0
22	2	1	0	1	1	1	0	1	0	0	0	1	2	3	1	1
22	3	0	1	0	1	0	0	1	0	1	0	0	1	3	1	1
22	4	0	0	0	0	1	0	0	1	1	0	1	0	2	0	1
23	0	2	5	5	5	4	3	5	4	4	5	3	4	4	4	4
23	1	2	5	5	5	4	2	5	4	5	5	2	4	6	4	4
23	2	2	4	5	4	4	3	4	5	5	2	3	5	4	5	5
23	3	2	5	5	5	4	2	5	4	4	5	3	4	5	4	5
23	4	2	5	5	4	5	2	5	5	5	4	3	5	5	5	4
23	5	4	6	6	4	4	2	5	6	5	4	5	6	6	6	4
23	6	2	4	4	4	2	3	4	5	2	3	3	5	5	5	4
24	0	2	2	5	3	3	1	3	4	3	3	3	4	5	4	4
24	1	3	4	5	5	4	3	4	5	4	4	4	5	6	4	5
24	2	2	5	4	4	5	3	5	4	4	4	2	4	6	4	5
24	3	2	3	4	2	3	1	3	4	3	3	2	5	4	5	4
24	4	2	5	5	5	5	3	4	5	4	2	3	5	4	5	4
24	5	3	5	5	5	5	3	4	5	4	4	5	5	6	5	4
25	0	0	2	3	3	2	2	5	4	5	4	2	4	5	4	4
25	1	1	3	2	2	0	0	3	3	3	2	0	3	5	3	3
25	2	3	4	5	3	3	2	4	5	5	4	2	5	4	5	4
25	3	0	2	3	2	1	1	2	3	2	3	1	3	4	2	2
25	4	3	2	5	3	3	2	4	4	5	5	2	5	5	4	4
25	5	1	1	0	0	0	1	0	1	0	1	1	3	2	0	1
26	0	3	5	5	4	5	3	5	4	4	4	4	6	6	6	6
26	1	0	2	2	2	3	1	3	5	3	3	3	5	5	4	4
26	2	3	4	4	5	5	3	5	5	4	4	5	6	6	6	6
26	3	3	5	5	5	5	2	4	6	5	5	5	6	6	6	6
26	4	2	4	4	2	3	3	4	4	5	4	3	4	6	4	4
27	0	3	5	6	5	4	4	6	6	6	6	6	6	6	6	6
27	1	3	5	5	4	5	2	4	6	5	4	5	6	6	6	6
27	2	5	4	6	4	4	5	6	6	6	6	6	6	6	6	6
27	3	4	6	6	4	4	5	6	6	6	6	6	6	6	6	6
27	4	5	4	6	5	4	4	6	6	6	6	6	6	6	6	6
27	5	4	6	6	6	4	4	6	6	6	6	6	6	6	6	6
27	6	3	4	6	4	5	4	6	6	6	6	6	6	6	6	6
27	7	3	5	6	5	5	5	6	6	6	6	6	6	6	6	6
27	8	2	4	6	4	4	5	6	6	6	6	6	6	6	6	6
28	0	0	2	2	3	2	0	3	4	3	2	3	5	5	5	4
28	1	2	2	5	3	2	3	5	5	4	4	3	4	6	4	4
28	2	1	3	3	2	2	1	3	2	2	2	3	4	4	4	4
28	3	0	3	3	3	3	1	2	5	3	2	2	4	4	4	4
28	4	0	2	3	3	3	0	3	4	3	2	3	5	4	4	5
28	5	1	3	3	2	1	1	2	2	2	3	3	4	5	2	3
28	6	1	2	2	2	2	2	4	4	2	2	3	4	5	4	4
28	7	1	2	2	3	2	3	5	5	4	2	2	4	5	5	5
29	0	1	2	3	2	3	3	4	5	4	4	3	4	4	5	3
29	1	1	2	2	3	2	2	2	5	2	2	1	3	3	3	2
29	2	1	2	4	3	3	3	4	5	4	5	3	5	5	5	4
29	3	1	2	3	3	2	3	5	5	3	2	1	3	4	3	2
29	4	2	5	5	5	3	3	4	4	4	5	2	5	4	4	5
29	5	2	4	5	5	2	3	5	5	4	4	3	5	4	5	4
30	0	2	3	5	2	3	2	5	4	5	4	2	4	5	4	5
30	1	3	4	5	5	4	2	5	4	4	5	2	5	6	5	5
30	2	3	5	4	4	5	2	5	5	5	4	2	4	6	4	4
30	3	2	5	4	4	4	2	4	4	5	4	5	5	6	5	5
30	4	0	3	4	2	3	3	5	4	4	3	2	5	4	4	4
31	0	3	5	5	5	4	2	5	4	4	2	3	4	5	4	5
31	1	3	4	5	5	4	3	4	5	4	4	2	4	6	4	4
31	2	3	5	5	4	5	2	4	4	4	3	2	5	4	5	4
31	3	2	4	5	5	4	2	5	5	4	4	5	6	6	5	4
31	4	2	4	4	5	4	3	4	4	4	5	4	5	6	5	5
31	5	3	5	5	4	4	3	4	4	5	4	5	4	6	5	5
31	6	4	6	6	6	4	2	4	6	4	5	5	6	6	6	6
31	7	5	4	6	4	4	2	5	4	5	4	4	6	6	6	6
32	0	0	2	4	2	3	1	3	5	2	2	3	4	5	4	5
32	1	2	5	5	2	2	3	5	4	2	2	3	4	5	5	5
32	2	3	2	5	3	2	2	3	5	3	3	2	5	5	5	5
32	3	3	4	5	5	5	2	4	4	5	5	4	6	6	6	6
32	4	2	4	4	4	4	3	5	5	5	4	5	6	6	4	4
32	5	3	5	5	5	3	3	5	5	5	3	2	5	5	5	4
33	0	1	2	2	2	2	0	3	3	2	3	2	5	5	5	4
33	1	0	0	0	0	1	0	1	0	1	0	1	3	3	2	1
33	2	0	2	2	2	0	1	0	0	1	0	0	2	3	2	2
33	3	0	2	4	3	2	0	3	2	2	2	3	4	4	4	4
33	4	0	2	2	3	1	1	1	2	1	1	0	2	2	2	2
33	5	0	3	5	3	2	0	2	3	2	2	2	5	4	4	4
34	0	0	3	3	3	3	3	5	4	4	4	1	2	5	2	2
34	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0
34	2	1	2	2	2	3	3	2	5	2	2	1	2	3	2	3
34	3	0	3	3	2	2	2	2	5	3	2	1	2	2	3	2
34	4	1	3	2	2	1	1	2	2	2	2	0	2	3	3	2
34	5	0	3	2	3	2	0	2	2	3	3	1	3	3	2	3
35	0	2	5	5	4	4	5	6	6	5	5	5	6	6	6	6
35	1	2	4	5	4	3	2	4	4	4	4	4	6	6	6	6
35	2	2	5	5	4	4	2	5	6	4	4	4	6	6	6	6
35	3	3	5	4	4	5	5	6	6	6	5	4	6	6	6	6
35	4	2	5	4	5	5	3	5	6	4	5	4	6	6	6	6
35	5	0	3	5	3	3	3	4	5	4	5	4	6	6	5	5
36	0	3	2	4	3	2	2	5	4	4	5	2	4	4	5	5
36	1	0	3	2	3	2	2	5	4	5	4	2	4	5	5	5
36	2	1	2	3	2	1	3	3	4	2	2	3	5	5	2	2
36	3	0	3	3	2	2	2	5	4	4	5	3	5	4	4	5
36	4	1	0	3	0	0	0	3	3	3	3	1	2	2	3	3
36	5	1	0	2	0	1	1	2	3	2	2	0	2	2	3	3
36	6	0	3	3	2	2	2	5	5	4	5	2	4	5	5	4
36	7	0	3	2	2	3	2	5	4	4	5	2	4	5	4	5
37	0	5	4	6	4	5	5	6	6	6	6	4	6	6	5	4
37	1	5	5	6	5	5	5	6	6	6	6	5	6	6	6	4
37	2	2	4	4	5	4	4	5	6	4	5	3	5	4	5	4
37	3	3	4	5	4	5	5	6	6	4	4	3	4	4	4	5
37	4	2	4	5	2	3	2	5	4	5	5	3	4	5	4	3
37	5	2	5	5	5	4	5	6	6	6	4	3	4	6	5	4
38	0	4	6	6	6	6	4	6	6	6	6	5	6	6	6	6
38	1	5	6	6	6	6	4	6	6	6	5	4	6	6	6	6
38	2	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6
38	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
38	4	5	6	6	6	6	5	6	6	6	6	5	6	6	6	6
39	0	2	5	4	5	5	5	6	6	6	6	4	6	6	6	6
39	1	3	4	4	4	5	5	6	6	6	4	5	6	6	6	5
39	2	0	3	2	2	2	2	4	4	5	4	2	4	4	4	5
39	3	2	5	5	5	4	4	6	6	6	6	4	6	6	6	6
39	4	4	6	6	6	4	5	6	6	6	6	5	6	6	6	6
39	5	2	4	5	3	2	2	4	5	5	5	3	5	5	5	5
39	6	2	4	5	5	3	2	5	6	5	5	2	5	6	5	5
39	7	2	4	5	5	4	4	6	6	6	6	5	6	6	6	6
40	0	4	6	6	6	6	5	6	6	6	6	6	6	6	6	6
40	1	3	4	4	5	5	2	4	6	4	4	5	6	6	6	6
40	2	5	6	6	5	5	4	6	6	6	5	4	6	6	6	6
40	3	5	6	6	6	4	5	6	6	6	6	6	6	6	6	6
40	4	5	5	6	5	5	4	6	6	6	4	5	6	6	6	6
40	5	5	6	6	6	4	4	6	6	6	6	6	6	6	6	6
40	6	2	4	5	4	5	3	5	5	5	4	5	6	6	6	6
40	7	4	6	6	6	5	5	6	6	6	6	6	6	6	6	6
41	0	3	2	5	2	2	2	5	4	4	3	2	5	5	3	2
41	1	0	2	4	3	2	2	4	5	2	3	0	2	4	2	2
41	2	0	2	2	2	2	0	3	2	3	2	0	3	3	2	2
41	3	0	2	2	2	2	1	2	2	2	2	0	3	2	2	3
41	4	0	2	2	2	3	0	3	2	3	3	1	2	3	2	2
41	5	2	3	5	2	3	2	4	4	5	2	3	5	4	3	3
41	6	1	3	3	3	2	1	2	3	3	3	1	2	3	2	2
41	7	0	2	2	3	3	1	2	3	2	2	0	3	3	2	3
42	0	1	3	5	2	2	2	5	5	3	2	2	4	4	5	4
42	1	1	3	5	2	2	3	5	4	5	3	3	5	4	5	5
42	2	2	5	4	3	3	3	4	5	4	3	3	5	5	4	5
42	3	1	2	2	3	3	1	2	3	3	2	2	3	4	3	3
42	4	0	3	4	2	2	2	5	5	3	2	3	4	5	5	4
42	5	3	3	4	3	3	2	4	5	4	3	2	4	5	4	5
42	6	0	3	2	3	3	1	3	3	2	3	1	2	4	3	3
42	7	0	2	3	2	3	1	3	2	3	3	2	4	5	5	3
43	0	2	5	5	5	2	3	5	4	4	4	4	6	6	6	6
43	1	0	3	2	3	3	1	2	5	2	2	2	5	6	4	5
43	2	0	3	3	2	3	0	2	3	2	2	2	5	4	5	4
43	3	1	2	2	3	2	1	2	4	2	3	2	4	5	5	5
43	4	2	5	4	3	2	3	4	5	4	4	4	6	6	6	4
43	5	1	2	3	3	2	1	2	4	3	3	3	5	5	5	4
44	0	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
44	1	5	6	6	5	5	4	6	6	6	6	6	6	6	6	6
44	2	5	6	6	6	5	5	6	6	6	6	6	6	6	6	6
44	3	2	4	6	5	4	4	6	6	6	5	6	6	6	6	6
44	4	5	6	6	6	6	4	6	6	6	6	6	6	6	6	6
44	5	4	6	6	6	5	4	6	6	6	6	6	6	6	6	6
45	0	1	2	3	2	3	1	2	2	3	2	3	4	5	5	5
45	1	1	3	2	2	0	1	3	3	3	3	1	3	4	2	2
45	2	1	2	3	0	0	1	3	3	2	0	1	3	2	2	3
45	3	3	3	5	3	2	3	4	5	3	2	3	4	4	5	4
45	4	0	2	2	2	1	0	3	3	2	3	0	2	4	3	3
46	0	2	4	5	3	3	2	4	5	4	4	2	4	5	4	5
46	1	5	6	6	4	5	5	6	6	6	6	5	6	6	6	6
46	2	3	5	5	4	4	5	6	6	5	4	5	6	6	5	4
46	3	2	5	5	4	2	2	4	4	4	5	3	4	5	5	5
46	4	3	3	4	3	2	3	4	4	4	4	2	4	5	4	4
46	5	3	4	4	5	3	3	4	4	4	4	3	5	4	5	5
47	0	3	3	4	2	3	2	4	4	5	4	5	5	6	5	5
47	1	3	5	4	5	5	2	4	6	4	5	5	6	6	6	6
47	2	1	2	4	2	3	2	5	4	4	5	3	5	6	5	5
47	3	3	4	4	5	4	2	4	6	4	5	5	6	6	6	6
47	4	1	2	3	2	2	3	5	4	5	3	3	5	5	4	4
47	5	2	5	5	5	3	3	5	4	4	5	4	6	6	6	4
47	6	0	2	3	2	3	2	5	5	5	4	2	5	5	5	5
48	0	2	5	4	4	4	2	5	5	4	5	4	6	6	6	5
48	1	3	5	5	2	2	3	5	4	4	2	2	5	6	4	4
48	2	2	5	4	5	3	3	5	4	4	3	4	5	6	4	4
48	3	3	4	6	4	5	4	5	6	4	5	5	6	6	6	6
48	4	2	4	4	5	4	2	4	5	5	5	5	6	6	6	5
48	5	3	5	4	5	5	2	4	6	5	5	5	6	6	6	6
48	6	2	5	4	4	5	2	4	4	5	5	4	6	6	6	6
49	0	0	1	1	1	1	0	0	1	0	1	0	2	3	2	3
49	1	0	3	3	3	0	0	2	3	2	1	1	2	5	3	3
49	2	1	3	3	2	3	0	2	3	3	3	3	4	4	5	4
49	3	0	2	3	3	0	0	2	2	3	1	0	2	4	3	3
49	4	0	3	2	3	3	1	3	3	3	2	3	5	4	5	5
50	0	3	4	5	2	2	2	2	5	2	2	3	5	5	4	4
50	1	2	5	5	4	3	3	4	5	5	2	3	4	5	4	4
50	2	2	5	4	5	4	3	4	4	5	4	5	4	6	4	4
50	3	1	2	4	2	3	1	2	5	3	3	2	5	4	5	4
50	4	3	4	5	5	5	2	4	4	5	4	5	6	6	6	5
51	0	3	4	4	5	3	3	4	5	4	5	2	4	5	5	4
51	1	2	5	4	4	5	3	4	5	5	5	3	4	6	5	5
51	2	0	3	3	2	3	0	2	2	3	2	0	2	4	2	2
51	3	0	3	2	3	2	1	3	5	3	2	2	4	4	5	3
51	4	0	3	4	3	2	0	3	4	2	3	2	5	4	5	2
51	5	3	5	4	4	3	2	4	4	4	4	3	5	4	4	4
51	6	3	4	6	4	5	2	5	6	4	4	4	6	6	6	6
52	0	0	3	2	2	0	1	3	2	2	2	2	5	4	4	5
52	1	0	2	2	3	1	0	2	2	3	2	3	4	5	5	4
52	2	3	5	5	5	2	3	4	4	4	4	4	6	6	6	6
52	3	0	2	5	2	3	2	5	4	5	5	4	6	6	6	6
52	4	0	2	2	3	3	3	5	5	5	3	2	4	6	5	5
53	0	1	3	3	2	2	1	3	2	2	2	3	5	4	5	4
53	1	3	5	5	5	3	2	5	4	3	3	4	5	6	5	4
53	2	3	4	5	5	4	3	5	4	5	5	4	6	6	6	6
53	3	0	3	2	2	3	1	2	3	2	2	2	5	4	5	5
53	4	0	2	3	3	2	0	2	2	3	2	2	4	4	5	4
53	5	3	4	4	4	5	3	5	5	4	3	5	6	6	6	4
54	0	3	5	4	2	2	3	3	5	2	3	2	4	4	5	5
54	1	2	5	4	2	2	3	2	4	3	3	2	4	5	4	5
54	2	2	4	5	5	5	3	4	4	5	5	5	6	6	5	4
54	3	3	3	4	2	2	1	3	5	2	3	2	4	5	4	5
54	4	2	4	4	3	3	2	2	4	2	2	3	4	5	5	5
54	5	2	4	5	4	4	2	5	4	4	5	5	6	6	6	4
55	0	1	0	3	0	1	1	1	1	1	1	2	5	5	4	5
55	1	1	3	2	2	2	0	2	2	3	2	5	6	6	4	5
55	2	1	2	2	3	1	0	0	3	0	1	3	4	5	5	5
55	3	0	0	2	0	1	0	1	1	0	1	2	5	5	5	5
55	4	1	1	3	0	0	1	1	1	0	0	3	5	5	5	5
55	5	0	0	2	1	0	1	1	1	1	1	3	4	5	5	3
55	6	0	2	2	2	0	1	0	2	1	0	2	4	4	4	4
55	7	1	1	2	0	0	0	0	1	1	1	2	5	4	4	5
56	0	2	5	5	5	3	2	5	4	5	2	5	6	6	6	4
56	1	2	5	5	5	4	3	4	4	5	4	4	6	6	6	6
56	2	2	4	4	5	4	3	4	5	4	5	4	6	6	6	6
56	3	1	3	4	2	3	2	3	5	3	2	2	5	6	4	5
56	4	0	3	4	3	2	3	5	5	2	3	2	5	6	4	4
57	0	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6
57	1	5	5	6	4	5	3	5	5	4	4	4	6	6	6	6
57	2	4	6	6	6	6	4	6	6	6	4	6	6	6	6	6
57	3	4	6	6	6	6	5	6	6	6	6	6	6	6	6	6
57	4	5	6	6	6	4	4	6	6	6	5	6	6	6	6	6
57	5	4	6	6	6	4	4	6	6	4	4	6	6	6	6	6
58	0	0	2	2	3	3	3	5	5	3	2	2	4	5	5	4
58	1	1	1	3	1	0	0	2	2	3	3	1	3	4	3	2
58	2	2	4	5	2	3	2	4	5	5	5	3	5	6	5	4
58	3	1	2	3	2	1	1	2	2	3	3	3	4	5	2	2
58	4	3	5	4	3	2	2	4	4	4	4	5	5	6	5	5
58	5	1	3	3	3	1	1	2	2	2	3	3	5	5	2	2
58	6	3	2	5	2	2	2	4	5	5	5	3	4	5	4	5
58	7	1	3	3	2	2	2	4	5	3	2	3	4	5	4	4
59	0	0	3	2	2	2	1	2	2	2	2	0	3	2	3	3
59	1	0	3	3	3	2	1	3	3	2	2	0	2	4	3	3
59	2	0	3	3	3	2	1	2	3	2	1	1	2	3	2	2
59	3	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0
59	4	1	3	2	0	0	1	0	2	0	0	0	2	3	3	0
59	5	0	0	2	1	1	0	1	1	0	0	1	1	2	0	0
60	0	3	4	5	4	4	2	4	5	5	4	5	6	6	6	5
60	1	2	4	4	4	5	3	4	5	5	5	5	6	6	6	5
60	2	3	5	6	4	4	3	4	4	4	4	4	6	6	6	6
60	3	5	6	6	6	4	5	4	6	5	5	4	6	6	6	6
60	4	4	6	6	4	5	3	5	4	4	4	4	6	6	6	6
60	5	4	6	6	6	5	5	6	6	5	4	5	6	6	6	6
61	0	1	2	3	3	2	1	3	2	2	2	3	5	4	3	2
61	1	1	2	2	3	2	0	2	3	2	3	3	2	5	3	2
61	2	3	5	5	4	3	3	4	4	3	3	2	5	4	5	5
61	3	4	6	6	6	5	4	6	6	4	5	4	6	6	6	6
61	4	1	2	2	3	2	1	2	3	3	2	3	5	4	3	2
61	5	3	5	5	4	5	2	4	4	4	4	2	4	6	5	5
61	6	0	2	3	2	3	1	2	2	2	3	0	3	4	3	3
61	7	2	4	4	3	3	3	2	5	2	3	3	4	5	4	4
62	0	3	5	5	4	2	3	5	4	5	5	2	4	5	5	5
62	1	0	3	2	3	3	3	4	4	2	2	3	5	5	2	3
62	2	2	5	5	5	2	2	4	4	4	4	3	5	5	4	4
62	3	3	5	5	4	2	3	5	5	4	5	3	4	4	5	5
62	4	3	5	5	5	3	2	4	5	5	5	2	4	4	5	4


